clean_text,true_label,topic
"mùa hè này, sẽ có những miền ký ức tươi mát được dệt nên",POS,2
shốp không bán online ạ e muốn mua ly huhu,NEU,2
"tuần này vui quá, mỗi ngày rủ đồng nghiệp làm một ly thôi katies ơi",NEU,2
thu hàcnay có áp dụng mua trực tiếp không ạ,NEU,2
để mai qua thử xem sao,NEU,2
"trời ơi cái kv nó đẹp, wow lắm rồi nha",POS,2
sáng ghé mà hết mất tiêu,NEU,2
xin giá bình à,NEU,2
cứ tới giờ này là bụng tự báo động,NEU,2
ib mày nhé,NEU,2
khu vực sân bay quốc tế,NEU,2
check ib mình nha,NEU,2
quán còn bán sen vàng không à,NEU,2
hôm bữa đi chơi thấy quảng cáo nên mua ai ngờ mái mới bán,NEU,2
v eo ôi thèm kinh,POS,2
mình dư ly mào xanh ai có ly hằm muốn đổi khum ạ,NEU,2
katinat ơi e có thắc mắc là những loại ly dùng 1 lần như vậy nhưng chất liệu nhựa cứng và dày hơn khi thải ra môi trường thì sao ạ?,NEU,2
"highlandsđi càng đi , càng vuýp",NEU,2
mình muốn mua hàng ạ,NEU,2
bán mang đi không,NEU,2
trung ngọcbrew lấy như nào ạ ad,NEU,2
shop có ship không ạ,NEU,2
anh nhân viên này mần ở cơ sở nào vậy shop?,NEU,2
mâm quả của bà cứ ngộ ngộ cầu quýt dừa đủ xoài hả,NEU,2
"lấy cảm hứng từ lụa tơ tằm làng vạn phúc hà đông với hơn 1.0 năm gìn giữ nghề dệt, một trong những chất liệu lâu đời của đất kinh kỳ, katinat tự hào tái hiện họa tiết sen tiên trên cover dải khăn thuộc bộ sưu tập ly 30 4 dệt gấm vóc tự hào , như một điểm chạm vào nét đẹp văn hóa rất riêng của bắc bộ.",POS,2
cảm ơn hc nơi cho tui nhiều kỷ niệm đẹp ..,POS,2
mua ngồi tại quán có upsize không ạ,NEU,2
bạn thấy gì chưa thuỳ linh,NEU,2
này không được giữ nhiệt bùn quá,NEU,2
đặt hàng kiểu gì vậy,NEU,2
em xin giá ạ,NEU,2
tôi hỏi em bao giờ thì em mở cửa?!!?,NEU,2
nhưng sao lại bỏ topping phomai vậy,POS,2
áp dụng tới khi nào v sốp,NEU,2
bà nói thiệt hả bà thơ,NEU,2
món mới hả để e phi xuống chung cư mua thử,NEU,2
có ở katinat hà nội không không ạ,NEU,2
lúc đầu tưởng trứng ốc bưu,NEU,2
mê bóng đá thì zô socolive trực tiếp suốt ngày luôn nha,POS,2
bình này có bán không shop,NEU,2
"địa chỉ highlands coffee idmc mỹ đình số 18 tôn thất thuyết, mỹ đình 2, nam từ liêm, hà nội.",NEU,2
màu nào cũng mê,POS,2
trúng được cả câu thơ,NEU,2
"siêu đẹp, menu được cải tiến, nvien dễ thương, ưng lắm",POS,2
"chúng mình sẽ tắt đèn và hạn chế các thiết bị sáng tại các cửa hàng highlands trên toàn quốc trong giờ trái đất, từ 20 30 21 30 ngày 28.03.2026.",NEU,2
đã quá việt nam ơi,NEU,2
giá ổ thập cẩm này lẻ bao nhiêu vậy ạ?,NEU,2
katinat xin chúc mừng 2 katies may mắn trong minigame dệt tên phong vị mới,NEU,2
phạm lan mày thíc sự tan chảy,NEU,2
mua mang đi có được không hay phải ăn tại chỗ mới áp dụng,NEU,2
đặng bđs nam sài gòn,NEU,2
mua nước tăng bình hả em,NEU,2
đang ngồi chổ công cộng bật trúng quảng cái ai cũng quay qua nhìn tui mắc cỡ đó high,NEG,2
highlands xin cảm ơn ạ,NEU,2
"với form boxy sành điệu cùng 02 size mày và l phù hợp cho cả nam và nữ, áo thun chạy giữa đồng bắp có tông màu be dễ mặc, ngực áo khắc họa hành trình dạo chơi đầy tinh nghịch giữa cánh đồng bắp đầy nắng của bắp bi qua từng đường thêu tinh xảo, sắc nét. áo được làm từ chất liệu 100 cotton thoáng mát, dày dặn, thấm hút mồ hôi tốt mang lại cảm giác dễ chịu và thoải mái cho những ngày hè rong chơi .",POS,2
miu miu pham anh muốn màu hồng,NEU,2
tui muốn đồng tháp,NEU,2
xin ct với ạ,NEU,2
"mà sao nhân viên hl thái độ với khách nhiều quá, nhất là ở các chi nhánh biên hoà",NEG,2
"từng bàn tay góp sức, từng mảnh ghép dần thành hình.",NEU,2
trộm luôn đi ad,NEU,2
đánh kắp chái tym tzy,NEU,2
ước được rep,NEU,2
"nhìn quen quen, trên đường cmt8 phải không mọi người",NEU,2
nhân viên hai lẻn lên sóng,NEU,2
chính là chỗ ghế và cũng chính là nơi dod,NEU,2
ngoại em tên bảnh,NEU,2
sticker tui bước bằng chân giữa,NEU,2
"thưởng thức từ miệng ly,trọn vẹn từng tầng vị.từ 11.04.2026",NEU,2
hôm bữa thử xong thấy cũng đáng tiền,POS,2
quá đẹp luôn,POS,2
diện tích hơi bé,NEU,2
"168 đặng văn bi, phường bình thọ, thành phố thủ đức.",NEU,2
muốn nhượng quyền thương hiệu,NEU,2
chi nhánh nào cũng có hả ta,NEU,2
toàn hệ thống sao ạ,NEU,2
"vì ly matcha bắp bi và trân châu matcha dừa, chúng ta nên",NEU,2
lì nè meow meow xỉu cái đùng bà oi,NEU,2
ca sĩ 25 7 là ai v ad,NEU,2
đang ngồi trong quán,NEU,2
duong hai tran k thử hem,NEU,2
9k cafe 10k đá,NEU,2
"cốc 29k hút 3 cái là gần hết luôn quá ít,mà cốc 50k mới đủ ,50k cốc cf hàng ngày là quá chát",NEG,2
tớ muốn mua croissant với kem mặn thuii có được không ạ. hay bắt buộc phải mua thêm 1 nước nữa ạ,NEG,2
"dạ chi nhánh 2bis công trường quốc tế, quận 3 có chỗ đậu xe hơi không ạ",NEU,2
chúc mừng katinat nhé,NEU,2
ở những cơ sở nào vậy ạ,NEU,2
ly mini nha,NEU,2
"không gì bằng ly cf buổi sáng, đúng chất sài gòn",NEU,2
ỏ hải phòng mua cafe lon ở đâu ban,NEU,2
uống 2 ngày liền không có ly ?,NEU,2
thí cưng qué sốp oi,POS,2
mua lẻ bánh mì được không pl ơi,NEU,2
lan học tiếng trung hàn,NEU,2
trên bình dương cũng có chi nhánh phải không,NEU,2
cả nhà xem mình thiếu gì em có hết nha everybody,NEU,2
"nc chán mạng chậm, nên đã bỏ highland",NEG,2
có bán set bánh riêng không hay phải kèm nước shop ơi,NEU,2
cốc đẹp xỉu,POS,2
treo đầu dê bán thịt chó hả ở đâu ra 19k,NEU,2
1 năm trung thu buồn,NEU,2
hái lèn là sao nữa dị bà,NEU,2
cho oder 1 ly dừa môn shop ơi .,NEU,2
ủa mon này giờ mới về tới hả,NEU,2
mai tôi lại ra tiếp,NEU,2
dối đủ chưa ? мuɴɴ,NEU,2
highlands xin cảm ơn ạ,NEU,2
minh tuyếtcũng xinh,POS,2
content báo thì hay đó nhưng ly vẫn hút hơn,POS,2
mai phải qua thử ngay mới được,NEU,2
không có máy lạnh nóng muốn điên!,NEU,2
1 độ đẹp 1 môi trường,POS,2
áp dụng toàn bộ các chi nhánh luôn hả,NEU,2
"hé lô bà nha, hợp tác vui vẻ",NEU,2
mai đăng mới tin,NEU,2
check in chiếc móc khoá xinhh xắn,POS,2
bình này còn không ạ,NEU,2
cái charm của bình cách nhiệt bán ở đâu v shop?,NEU,2
chx ng đẹp,POS,2
"mình có món khác bắp pi không ad, chứ cũng muốn thử món mới nhưng dị ứng matcha",POS,2
"kìa đó , mua đi",NEU,2
đẹp quá dị,POS,2
mai đi thử lịch trình này không,NEU,2
yến sang mà mua này,NEU,2
thanh trúc58 năm mới có 1 lần,NEU,2
mở có chỗ ngồi lại ở bến tre đi,NEU,2
"nuốt không nổi, nước mới toàn thứ gì đâu quảng cáo cho cố vô",NEG,2
đẹp lắm mấy ní ơi,POS,2
phuc d. book my không my,NEU,2
có thẻ lẹ vậy luôn á hả,NEU,2
hình như quán này ở sg đk ạ? mấy bữa em vô quán thấy cái tên cũng như vậy,NEU,2
"ai đã thưởng thức latte baba nana rồi, cho ad xin 500 feedback nhóo",NEU,2
ủa. mắt gì không bán 20k.luon.chiến lược thật nễ,NEU,2
đã lụm 4 tính 2,NEU,2
bỏ tiền để được phục vụ mà cũng bị phốt hả quán,NEU,2
tên ngt gọi 2len mà mí bà trog cty cứ gọi 2lần mí bả nói 2lần tao không hình dug ra là quán gì 1hồi mới hìh dung ra,NEU,2
ai hát quá trời,NEU,2
mình muốn mua,NEU,2
có áp dụng cuối tuần không vậy,NEU,2
nhìn cái miệng yêu ghê,NEU,2
"trên shopee có bán kiểu cốc như vậy nhưng hình khác, giá có gần 80k, lên đâu thấy bán mấy trăm , cắn gì sâu vậy",POS,2
lần nào vào đây cũng phải gọi cái này,NEU,2
"toàn những trang báo lâu đời của việt nam, highland rất biết cách matching ha",NEU,2
highlands ơi em tới ngay,NEU,2
đừng làm tôi thất vọng nha bà long,NEG,2
ly này có bán ở highlands hhg không?,NEU,2
thể hiện lòng yêu nước e ơi minh ngọc,NEU,2
có được make up với thay đồ không ạ,NEU,2
bà nào đi highlands qua mình lấy mã nha,NEU,2
không biết có đổi ct không hồi đó uong trà sen vàng ngon lam thơm tra olong . co hôm uong cho khac mùi vị lại khác,POS,2
mua nước gì cũng được hả phúc long,NEU,2
bên hết người có năng lực làm quản lý hả,NEU,2
"katinat đặng văn bi khoác áo mới, đón katies ghé chạy deadline!katinat đặng văn bi nhẹ nhàng khoác áo mới đón katies ghé thăm với không gian tối giản, ngập tràn ánh sáng tự nhiên len lỏi qua từng ô cửa kính. sự thoáng đãng cùng sắp xếp bàn ghế tinh gọn mang đến cho katies một trạm dừng chân lý tưởng để nhâm nhi matcha bắp bi và tận hưởng trọn vẹn những buổi học tập, làm việc tại katinat đặng văn bi.168 đặng văn bi, phường bình thọ, thành phố thủ đức.",NEU,2
nhân viên tại sala sg quá thái độ,NEG,2
có ship app không?,NEU,2
"highlands về bảo lộc đi ạ, chứ thèm mà bl không có highlands",POS,2
hoan hỉ đón nhận may mắn ạ,NEU,2
đình cươngquán này decor đẹp thí,POS,2
"nhớ đá chanh của h quá, chưa dịp rảnh ơi",NEU,2
ad ơi nếu e muốn mua thì có bán ở các quán coffee không ạ hay bán đâu ạ,NEU,2
"vân thanh e ơi vào việc, màu nào cũg được k",NEU,2
ủa menu riêng thiệt hả,NEU,2
"niềm tự hào của người con đất việt trong ngày hội non sông thống nhất được phúc long gửi gắm qua những chiếc quai xách ly độc đáo. không chỉ là một phụ kiện tiện dụng, mỗi chiếc quai vải còn là một bức tranh sắc màu, được vẽ nên từ những nét vẽ nghịch ngợm và trí tưởng tượng bay bổng của các bạn nhỏ về vẻ đẹp quê hương.",POS,2
"các đặc khu hoàng sa, trường sa, côn đảo, phú quốc. trực thuộc các tỉnh, thành là một phần không thể thiếu của mảnh đất việt nam cũng hiện diện trên quai xách ly của tỉnh, thành tương ứng.",NEU,2
mình có được chọn màu không ạ,NEU,2
sáng mới ghé và nhân viên xem xog bảo không có mã. thế là không đuọce áp dụng,NEU,2
"shop ơi, em bắt anh không đeo kính về nuôi được không shop ơi",NEU,2
giỡn hay chơi mà liên tục vậy?,NEU,2
trân châu dẻo daidừa sấy giòn sựt sựtvị matcha thượng hạng lan toảcó katies nào đã thưởng thức trân châu matcha dừa chưa ta,NEU,2
"bỏ ra cả 50 60 ngàn cho 1 ly nước mà phải tự mình phục vụ, chẹp",NEU,2
"áp dụng tại cửa hàng, call center giao hàng phúc long",NEU,2
nếu cả đời này không rực rỡ thì sao? tự rực rỡ với sắc đỏ phủ sóng xuyên lễ luôn,NEU,2
bạn đang ở hạng nào? tải app thành viên highlandsđi và tận hưởng hành trình thăng hạng nhé,NEU,2
"highlands coffee ra mắt phiên bản ly giấy âu lạc dành riêng dòng thức uống trà freeze espresso lạnh cỡ lớn, áp dụng khi mua tại các cửa hàng tại hà nội, tp.hcm và một số cửa hàng tại các khu vực bắc trung nam",NEG,2
thùy diênshop ra thêm bst nam châm 34 tỉnh thành đi shop,NEU,2
order thế nhân viên nó nhìn mình với vẻ mặt khinh bỉ b ạ cơ sở mường thanh quảng ninh đây,NEU,2
qua đây đu,NEU,2
huy tranminh anh đặng thư bắp bi ơi ! e đâu òi,NEU,2
nào có cà phê đun dừa nói em,NEU,2
"phuc long coffee tea hà nội mở bán hôm nay, ra quán thì báo hết, mới bán hôm nay mà nhân viên báo hết là sao vậy?? phúc long có lời giải thích nào cho khách hàng không vậy ạ?",POS,2
địa chỉ mình ở đâu vậy,NEU,2
mua lẻ được không á,NEU,2
sáng mai shop còn ship khum ạ?,NEU,2
"bữa mua phindi môn dừa gần công viên làng hoa không thấy trong ly có dừa khô, thất vọng",NEG,2
giờ cafe bán cốc to nó chỉ là cái cốc nhựa to thôi.,NEU,2
"nay quán đông, phải xếp hàng mới có bánh",NEU,2
"highland ơi, cho mình xin list nhạc hồi 2018 đi, kiếm từng bài mệt quá..",NEU,2
bị mê katinat thiệt á chứ,POS,2
"úi, đoàn mình đã tới tikt rồi à",NEU,2
chi lìly này không có nón lá hả shop,NEU,2
hồ phương cái gì zậy bà nội,NEU,2
chúng mình nhớ note lại khu vực và thời gian áp dụng nha,NEU,2
ly rất đẹp đã có 1 cái xanh,POS,2
triệu yếnphương thảo san dj heo,NEU,2
thạch ngoc anh xinh iu quá,POS,2
làm ơn đổi ống hút khác ống hút giấy đi ạ. cực kì ghét ống hút giấy,NEG,2
"mới mua xong matcha bắp bi, giờ ad ra thêm.matcha bắp hợp khẩu vị với mình, ai thích ngọt chắc nghĩ nước hơi nhạt.",POS,2
muốn đặt vào đâu,NEU,2
"lotteria vietnamhé lô bà nha, hợp tác vui vẻ",NEU,2
phạm đức hoàbun bun a muốn,NEU,2
nhận mã ở đâu vậy ạ,NEU,2
nhìn giống brand c kỉu gì í,NEU,2
phảii nghĩ vc,NEU,2
có bán ở những cửa hàng nào tại đống đa hà nội v ạ,NEU,2
chi nhánh nha trang có không,NEU,2
có trái cổ anh hẹn e đi highlands,NEU,2
lỡ gió lớn quá có bay dù không sốp nhỉ,NEG,2
linh linh có chốt thì đúng là hết ý view nè c,NEU,2
đặt các app có không ạ,NEU,2
lì nè meow meow 1 nạn nhân nè,NEU,2
toàn đồ ngọt hại,NEU,2
ngồi trog quán makeup được không ạ,NEU,2
đà nẵng đã áp dụng chưa ad,NEU,2
bao nhiêu vậy shop,NEU,2
dạ cho mình hỏi vé ngày 30 4 còn không ạ?,NEU,2
"ủa highlands ơi , khi order có được nhờ nhân viên bỏ phần kem ở trên không ạ , em mê freeze mà e không có thích cái phần kem",POS,2
đã mua và 2 chiếc,NEU,2
pé dễ thưn,NEU,2
nhìn thèm quá,POS,2
phiên bản giới hạn bình giữ nhiệt phúc long 58 năm,NEU,2
đúng kiểu sáng ra là phải ghé chỗ quen,NEU,2
bình nước giá bn ạ,NEU,2
má tưởng thật,NEU,2
"cả nhà mình ghi chú thêm là từ cầu ba son đi thẳng 500m quẹo phải vào n6, sau đó gửi xe ở bãi xe công viên và đi bộ theo lối đường n12 vào cuối đường trạm waterbus sẽ gặp phúc long nghen",NEU,2
cho mình xin 1 follow với,NEU,2
sao mọi người không biết thưởng thức vậy mình thấy ngon vãi luôn á,POS,2
tiệm mở ở tây ninh đi ạ,NEU,2
có hâm lại không ta,NEU,2
thanh danhtruong vu ha anh đối diện luôn haha,NEU,2
mua như thế nào mới được bạn ơi,NEU,2
khi nao tao với mày đi thử đi,NEU,2
chơi kỳ 8 3 tới hôm nay ở đâu cũng kêu hết hàng tới sớm cũng hết chơi kỳ,NEU,2
"tận hưởng không gian mở tràn ngập gió trời, chậm rãi đón lấy nhịp thở của phố thị.",NEU,2
mời cả nhà thử nha,NEU,2
làm sao để có được bộ bài ạ,NEU,2
lạt má ơi luôn,NEU,2
là của em e thèm,POS,2
xuống 54kg sẽ đổi tên,NEU,2
tìm bộ đồ mãi không thấy a c nào có link cho e với ạ,NEU,2
hộ chiếu được thông hành duy nhất tại highlands bến bạch đằng.,POS,2
nhìn bà này giống bà 196 trong squid game,NEU,2
"sau thời gian trên, katinat xin phép không tiếp nhận thêm bất kỳ thông tin hay khiếu nại nào liên quan đến phần thưởng.",NEU,2
tự nhiên đang lướt mà thấy thèm ngang,POS,2
"lấy cảm hứng từ hình ảnh người phụ nữ nam bộ bình dị trong bộ đồ bông quen thuộc cùng sắc vàng bông điên điển nở rộ mùa nước nổi, katinat đã khắc họa nét đẹp mộc mạc nhưng giàu sức sống qua chiếc cover dải khăn thuộc bộ sưu tập ly 30 4 dệt gấm vóc tự hào , như một cách tôn vinh vẻ đẹp đậm tình của người con miền tây sông nước.",POS,2
chương trình dành cho tất cả cửa hàng tại tp.hcm bao gồm bình dương và bà rịa vũng tàu .,NEU,2
ổ lẻ thì bao nhiêu á,NEU,2
mút liên tục,NEU,2
ngay bây giờ tại đầu cầu hà nội sắc đỏ đã phủ khắp katinat điện biên phủ!!,NEU,2
"là điểm nhấn cuối cùng trong 05 hoạ tiết nổi bật của ba miền, hình ảnh ấy không chỉ tái hiện một chất liệu thân quen của đời sống, mà còn gợi lên hơi thở ấm áp, chân thành cùng sắc màu tươi tắn của miền sông nước nghĩa tình, góp phần trọn vẹn dệt nên dải gấm vóc tự hào.",NEU,2
toàn đá. bán thì đắt. 2 3 là đá. còn lại thì hiểu rồi đấy,NEG,2
khăn vòm lá bắpmón phụ kiện chiều lòng những khách hàng khó tính!!,NEU,2
quán có cần bàn ghế thì lh mình,NEU,2
bao nhiêu 1 ly vậy ạ,NEU,2
cho mình hỏi áp dụng cho món nào vậy ạ,NEU,2
nạn nhân từ lớp 10 đến lúc đi làm ngoc pham,NEU,2
làm sao mà hay dữ vậy trời,NEU,2
nghe nói số lượng không nhiều đúng không có tên,NEU,2
đề nghị đưa lên app be,NEU,2
mùa bơ của mày tới kìa,NEU,2
huỳnh khánh ly tới nữa nè,NEU,2
shop bắt trend phết mà,NEU,2
"chúc mừng sinh nhật katinat nha, tuổi mới bùng nổ hơn nữa nè",NEU,2
"chủ động hơn chọn sẵn giờ nhận, tới là có nước",NEU,2
linh mycó khai trương ở rg không ạ,NEU,2
chiều tụt năng lượng là nhớ mấy món này,NEU,2
e vào app rồi không thấy mã ạ,NEU,2
cái jz shop dng hay mà,NEU,2
hoan hỷ đón nhận,NEU,2
đặng ngọc diễmlinh sannhà c xịn quá tầng 1 rất ok,NEU,2
"một hà nội thủ đô nghìn đời,",NEU,2
cho xin menu bánh giá từng cái có bán lẻ không quán,NEU,2
ngọc trâmkim nhungngọc trânquán mới kìa mấy bẹn k,NEU,2
có trên mọi chi nhánh chưa ạ,NEU,2
cún nè quán này đẹp,POS,2
hùng parismở bán cái khăn trong hình luôn là đẹp hẹ hẹ,POS,2
"bộ sưu tập ly giữ nhiệt âu lạc mới ra mắt của highlands coffee mang dòng chảy văn hóa mãnh liệt. mỗi sản phẩm là một lời nhắc nhớ về hành trình từ quá khứ đến hiện tại một dòng chảy không ngừng của niềm tự hào, sức mạnh và khát vọng vươn xa.",NEU,2
có cần ns cái giọng đấy không,NEU,2
tri tôn đi ạ chấn động tam giới luôn,NEU,2
bé dô tri hay ngủ muộn,NEU,2
bán trong ngày hay bán trong giờ 20 30_21 30 ạ,NEU,2
có app dụng mua trên các app food không nhit,NEU,2
đi bus xuống bến nào vậy ad,NEU,2
trộm thì pai hết chứ,NEU,2
linh hân lê dịu v sao,NEU,2
có dừa chắc mỗi lần tới tao đặt luôn wc cho chắc v,NEU,2
mọi người ai cũng sợ,NEU,2
ly vậy nhiên cá ta,NEU,2
xin chào các bạn,NEU,2
ngô thị kim dungthế mà không phải là cà khê,NEU,2
hoan hỉ đón nhận ạ,NEU,2
trai nhưng yêu chồng,POS,2
ly đẹp quá nè! năm nào cũng zị hết trơn. lẹ nè quyên lê,POS,2
"link đâu, lúc cần nhất thì lại không có link",POS,2
tuan anh nao đi đi,NEU,2
hết quạo đổi tên cơ hội tới rồi,NEU,2
trần hữu diquách hữu vinhthử đi e,NEU,2
hẹn hai len ngày mai em qua liền,NEU,2
trân châu phomai dừng bán rồi ạ?,NEU,2
fl mình nha,NEU,2
"phải gửi chi tiết video bỏ bình vào box xong đóng gói cho shipper thì tao mới đặt nha, không lại được cái box không hay ly 0",NEU,2
chắc là bst mới,NEU,2
ủa mọi người đọc highlands là hai len hả?..tao đọc là hai lờn,NEU,2
hl nv dth qua starbuck nv thái độ ra mặt luôn,NEG,2
thanh huongsát nhà bà phải hen,NEU,2
xinh quá nhưng giữ nhiệt ok không ta,POS,2
cái giọng quen lắm ta ơi,NEU,2
ngân thấy chị tao mới đi,NEU,2
sin bạn pho lâu,NEU,2
chu hồng hàmới mà chưa đi được nè,NEU,2
ý là mua nước size l là được hả mọi người?,NEU,2
come back rồi hả,NEU,2
ly giấy âu lạc thưởng trọn niềm tự hào,NEU,2
"nè đi đl lấy 1 cái đi , đủ 4 ng rồi nè",NEU,2
gia hânn đợt này thấy cũng cũngg,NEU,2
clip này phải viral chi tui,NEU,2
lê hải yếnhà bùi quất đê chế,NEU,2
khoái mấy cái ly mà phải lọ mọ đọc báo nè,NEU,2
dừa bến tre? chắc tao tin,NEU,2
ly âu lạc nhìn phát đậm chất nét việt nam luôn á,NEU,2
bình có dây quai đeo sao shop ơi,NEU,2
"từ giờ đến cuối tuần mỗi ngày cùng đồng nghiệp làm nhiệm vụ hệ thống với một ly trà sữa chôm chôm, bơ già dừa non. sưu tầm đủ bộ sưu tập ly dệt gấm vóc tự hào",NEU,2
nuoc loc bo topping vô,NEU,2
tui phìndi hạnh nhân thêm trân châu trắng nhá.0,NEU,2
iu đi liền mắ ơi,NEU,2
phần đăng lại của tao,NEU,2
hình như vòng tay không được đeo mà nhỉ,NEU,2
cho 1 ly trà sen vàng không kem size l nha 2lands,NEU,2
bà nội cố ơi,NEU,2
tuyet pham hoang cuối tuần cho mấy đứa nhỏ ra chơi,NEU,2
hết rồi à shop,NEU,2
ủa tưởng fuji apple nghỉ bán rồi,NEU,2
katies đã bắt đầu phủ sắc đỏ tự hào chưa ta?!,NEU,2
giá ly 2 loại bn shop,NEU,2
xinh mấy bà ơi,POS,2
"nay vừa mua 2 ly, đụng vô cái lớp ly ngoài nó rớt luôn, vậy là bảo mật dễ chưa ad, kiểu này chắc toàn nv trúng",NEU,2
"cái bình xinh quá , tín hiệu là tốn xiền nữa rồi",POS,2
không tiền mua,NEU,2
tui mời hai ly ra phúc long gặp tớ nhé,NEU,2
phạm ngọcdung tích bao nhiêu ml vậy bạn?,NEU,2
lý nó lấp lánh chói mắt luôn á chị,NEU,2
đúng rồi. tháng mới phải thế chớ,NEU,2
cái gì vậy trời đang coi mà,NEU,2
sao cái ly mình là khúc đuôi zị,NEU,2
nhìn phát biết ngay không có phần 2,NEU,2
kiểu này dễ ghiền lắm nè,POS,2
phiêu êm cực chillqua highlands thưởng thức bộ đôi chân ái ngay hôm nay!,POS,2
giống hl gần vicom th ghê,NEU,2
mang ngay coco matcha đến đây,NEU,2
đọc cmt cười sảng,NEU,2
ngo thanh my vanlê thị mỹ hạnhgiống kính vạn hoa quó,NEU,2
không tim mặt nổi mụn,NEU,2
nhã trúcjj s trân haha chị tôi lại tốn tiền,NEG,2
katies và boss đã diện trọn bộ sưu tập merchandise bắp bi ơi vi vu ở đâu rồi? khoe cho katinat xem với nha!,NEU,2
phúc long mở bán thêm bánh mì hợp lý quá trời,NEU,2
sắm khăn rằn dệt gấm vóc tự hào diện lễ 30 4,NEU,2
tìm hiểu thêm,NEU,2
coa thật là có bình giữ nhiệt không ạ? hay mua về không có bình giữ nhiệt bên trong rồi phải chứng minh ạ,NEU,2
thì đổi tên,NEU,2
mãi yêu chéo chéohuyền huyền,NEU,2
08.03 chính thức lên sóng trên toàn quốc.,NEU,2
ũa sao mình mua 39k ta,NEU,2
uyên trương bạn tao đoán hay đúng nè,NEU,2
1 bánh bao nhiêu gr vậy ad,NEU,2
mời katies cùng katinat cảm nhận nét duyên đời thường của họa tiết đồ bông và khám phá trọn các hoạ tiết nổi bật trên bộ sưu tập ly 30 4 dệt gấm vóc tự hào nhé!,NEU,2
mời mọi người thử và khen nhé,NEU,2
món mới rất phù hợp với những ngày hè oi bức này luôn. mong được thử liền quákatinatơi,NEU,2
thông tin chi tiết chương trình ds cửa hàng có hàng sớm dự kiến,NEU,2
ht nhà bánh lâm thủy đến mày,NEU,2
clip dành cho mấy bạn fa,NEU,2
để e ra thử liền,NEU,2
rồi để mất xe có đền không,NEU,2
zậy đủ wow chx 2 anhchị,NEU,2
"cánh cửa của hội lớn phúc long chuẩn bị mở, bạn đã sẵn sàng để trở thành những thành viên đầu tiên chinh phục thử thách chưa?",NEU,2
mở thêm trong sài gòn 1 quán giống vậy đi,NEU,2
gần 3 rưỡi sáng rồi,NEU,2
buổi chiều tối nhâm nhi trà sen vàng hay matchađi dừa mây và ngắm phố bạch đằng lên đèn,NEU,2
ồ vại là mai phải thử,NEU,2
yêu nước mõm,NEU,2
ngọc ngân nhìn cmt kìa,NEU,2
số điện thoại 0287 3053 248,NEU,2
mai ở phú quốc có chưa bé iu,NEU,2
"mùng 3 làm 1 ly matcha highland củ chi, nó dở không thể tả",NEG,2
mở ở phú quốc đi không,NEU,2
"sáng nay thấy trên app, order liền, xíu quán gọi hàng chưa về tới chi nhánh",NEU,2
quiên quiên mấy cái vô tri này mày mê lắm,POS,2
mai đi thử,NEU,2
"sáng nay không biết, chạy ra mua đem về bằng bình cá nhân nên không được",NEU,2
áp dụng từ 07 10 đi shop,NEU,2
10h tắt hết điều hoà,NEU,2
cần lắm người review có tâm ạ,NEU,2
sáng nào cũng phải cúng tiền cho phúc long mới chịu,NEU,2
"thử ngay đi mọi người, không hối hận đâu",NEG,2
yến phụng thử liền bà ưi,NEU,2
có mua onl được không bà,NEU,2
sóp. ra ctkm cho cà phê đi sóp. em muốn cà phê sóp oi,NEU,2
le123 mai mlem mlem kìa,NEU,2
cái hạt màu đỏ là gì nhỉ,NEU,2
đẹp quá đi,POS,2
món tao nói nè vô coi rv đi,NEU,2
chx thấy ở ptdtbtthcs cao thượng nhỉ,NEU,2
ước gì phúc long mở chi nhánh ngay trong công ty tui,NEU,2
đoàn quốc cườngcó mẹnu tiếng việt chưa anh em,NEU,2
cái này mua ở cửa hàng không được ạ,NEU,2
bước 1 mua 01 ly matcha bắp bi hoặc cùng thú cưng đến cửa hàng.,POS,2
hoạ tiết khăn rằn trong bộ sưu tập dệt gấm vóc tự hào,NEU,2
cánh đồng bắp đẹp quá,POS,2
"cái phần bốc ra là của cái vỏ bọc ly, không có cái niêm phong. còn lâu mới trúng được với mấy bạn nhân viên",NEU,2
thời gian áp dụng 06.03 08.03.2026,NEU,2
bit gi het ê xinh ha,POS,2
highlands coffeetài khoản đã xác minh,NEU,2
hơi đáng iu đẹp dữ thần,POS,2
ước gì đọc cmt mấy bạn sớm hơn kk,NEU,2
"mới mua xong, vị ổn áp lắm",POS,2
được rồi mỗi ngày 1 cốc,NEU,2
vân em nó ra bờ sông,NEU,2
mạnh hải cho tui od 1 ly,NEU,2
"trân châu matcha dừa đã chính thức mở bán trên toàn hệ thống. mời katies ghé thưởng thức cùng những phong vị yêu thích, cảm nhận trân châu dẻo dai, dừa sấy giòn sựt sựt, vừa quen vừa lạ cùng tầng matcha thượng hạng từ vùng shizuoka, nhật bản nhé!",POS,2
dân sài gòn không quan tâm,NEU,2
phuong anhbùi ngọclinh túc nếu chán giảng võ rồi thì sang kim mã nè,NEG,2
không biết phúc long có tính mở ở tây ninh không nhể,NEU,2
h qua tao mua tao tưởng được trả tiền mặt tao gọi món xog nó ycau chồng chứ không nhận tiền mặt cj kì v tar,NEU,2
bình mismatches đang giảm 35 vẫn còn hàng nha.,NEU,2
hà nội không có ạ,NEU,2
không gian đẹp xanh mát mẻ,POS,2
áp dụng mang đi hay ăn tại quán vậy,NEU,2
